basisOfRecord,class,date_end,date_start,date_year,decimalLatitude,decimalLongitude,depth,eventDate,family,genus,kingdom,locality,marine,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceStatus,order,phylum,scientificName,species,flags,bathymetry,shoredistance,sst,sss,brackish,subphylum
Occurrence,Gastropoda,1410307200000.0,1410307200000.0,2014.0,52.97682,1.39263,19.98,2014-09-10,Rissoidae,Crisilla,Animalia,,True,19.98,19.98,2018-04-09 15:18:52,present,Littorinimorpha,Mollusca,Crisilla semistriata,Crisilla semistriata,[],19.8,7142,10.97,34.21,False,
HumanObservation,Bivalvia,,,,2.49711111,-78.26641667,0.15,,Arcidae,Anadara,Animalia,Isleñas-Calabazal,True,0.3,0.0,2022-02-28,,Arcida,Mollusca,Anadara tuberculosa,Anadara tuberculosa,['ON_LAND'],-1.0,-8,27.04,29.34,,
MaterialSample,Polychaeta,1341014400000.0,1335830400000.0,2012.0,59.05885347222223,2.232558527777778,117.0,2012-05/2012-06,Spionidae,Scolelepis,Animalia,Draupne/Hanz,True,117.0,117.0,,present,Spionida,Annelida,Scolelepis korsuni,Scolelepis korsuni,[],114.0,150917,10.2,34.96,False,
Occurrence,Teleostei,966124800000.0,966124800000.0,2000.0,60.6167,1.5667,140.0,2000-08-13T15:41:00+00:00,Argentinidae,Argentina,Animalia,,True,140.0,,2011-01-01 00:00:00,present,Argentiniformes,Chordata,Argentina sphyraena,Argentina sphyraena,[],137.0,127243,10.17,35.22,False,Vertebrata
Occurrence,Gymnolaemata,,,,-35.5833,138.7333,15.0,,Phidoloporidae,Triphyllozoon,Animalia,,True,15.0,15.0,,present,Cheilostomatida,Bryozoa,Triphyllozoon moniliferum,Triphyllozoon moniliferum,[],23.0,6190,16.75,35.85,False,
HumanObservation,Teleostei,1249516800000.0,1249516800000.0,2009.0,32.158012,34.767952,24.5,2009-08-06,Synodontidae,Saurida,Animalia,Mediterranean Sea - Eastern Basin,True,24.5,24.5,,present,Aulopiformes,Chordata,Saurida undosquamis,Saurida undosquamis,[],27.2,2320,23.07,38.45,False,Vertebrata
MaterialSample,Dinophyceae,1473811200000.0,1473811200000.0,2016.0,-32.4746,153.16627,80.0,2016-09-14T21:14:18Z,,,Chromista,Process Stn - EAC,True,80.0,80.0,2022-06-27T22:01:03Z,present,Syndiniales,Myzozoa,Syndiniales,,[],3110.0,57512,22.49,35.52,True,Dinozoa
MaterialSample,Bacillariophyceae,1485475200000.0,1485475200000.0,2017.0,-64.47358,115.62585,6.8,2017-01-27T13:27:23Z,Bacillariaceae,Fragilariopsis,Chromista,Sabrina Coast of Antarctica,True,6.8,6.8,2023-08-16T23:38:34Z,present,Bacillariales,Heterokontophyta,Fragilariopsis,,[],2124.0,182322,-1.42,33.93,,Bacillariophytina
MaterialSample,Alphaproteobacteria,1474329600000.0,1474329600000.0,2016.0,-27.92278,155.14312,2800.0,2016-09-20T18:10:49Z,,,Bacteria,Deep Cast,True,2800.0,2800.0,2022-06-28T03:41:59Z,present,,Proteobacteria,Alphaproteobacteria,,[],4455.44,156428,23.54,35.53,True,
HumanObservation,Copepoda,,,,45.873,-56.313,7.5,,,,Animalia,,True,10.0,5.0,2024-12-19 17:31:49.047,,,Arthropoda,Copepoda,,[],52.0,97713,7.66,31.89,True,Crustacea
Occurrence,Teleostei,887241600000.0,887241600000.0,1998.0,54.5667,2.5833,16.0,1998-02-12T12:36:00+00:00,Pleuronectidae,Limanda,Animalia,,True,16.0,,2011-01-01 00:00:00,present,Pleuronectiformes,Chordata,Limanda limanda,Limanda limanda,[],20.4,179506,11.01,34.75,False,Vertebrata
MaterialSample,Cryptophyceae,1632182400000.0,1632182400000.0,2021.0,28.0,-86.62,43.0,2021-09-21T14:30-04:00,Chroomonadaceae,Hemiselmis,Chromista,USA: Gulf of Mexico,True,43.0,43.0,,present,Pyrenomonadales,Cryptophyta,Hemiselmis rufescens,Hemiselmis rufescens,[],2969.0,222693,25.94,35.69,,
Occurrence,Florideophyceae,1602547200000.0,1602547200000.0,2020.0,56.03705,15.74839,5.0,2020-10-13T11:15:00+02:00,Phyllophoraceae,,Plantae,,True,5.5,4.5,2023-04-05 17:28:04,present,Gigartinales,Rhodophyta,Phyllophoraceae,,[],11.0,17,9.42,6.89,,Eurhodophytina
MaterialSample,Dinophyceae,1464998400000.0,1464998400000.0,2016.0,-31.00057,-169.99582,5.0,2016-06-04T20:49:41Z,,,Chromista,7736,True,5.0,5.0,2022-08-02T10:25:52Z,present,,Myzozoa,Dinophyceae,,[],5713.0,779986,20.45,35.57,True,Dinozoa
MaterialSample,Thermoplasmata,1434067200000.0,1434067200000.0,2015.0,-32.79545,153.7986,90.0,2015-06-12T20:45:00Z,,,Archaea,EAC,True,90.0,90.0,2022-06-24T23:01:30Z,present,,Euryarchaeota,Thermoplasmata,,[],4736.0,122329,22.27,35.56,,
HumanObservation,Teleostei,1247097600000.0,1247097600000.0,2009.0,-25.846,154.712,0.0,2009-07-09T21:17:14Z,Xiphiidae,Xiphias,Animalia,WH,True,0.0,0.0,2023-01-01T12:36:05,present,Carangiformes,Chordata,Xiphias gladius,Xiphias gladius,[],4649.28,152311,24.31,35.44,False,Vertebrata
Occurrence,Copepoda,828316800000.0,828316800000.0,1996.0,50.25,-4.22,27.5,1996-04-01,,,Animalia,L4 station,True,55.0,0.0,2010-11-08 15:26:18,present,Cyclopoida,Arthropoda,Ergasilida,,[],51.0,6827,12.86,34.79,True,Crustacea
MaterialSample,Alphaproteobacteria,1437609600000.0,1437609600000.0,2015.0,-42.59667,148.23333,10.0,2015-07-23T00:45:00Z,,,Bacteria,Maria Island,True,10.0,10.0,2022-06-23T19:15:44Z,present,,Proteobacteria,Alphaproteobacteria,,[],85.0,7753,14.65,35.3,True,
HumanObservation,Gastropoda,143769600000.0,143769600000.0,1974.0,59.0,-19.6333,104.0,1974-07-23T09:31:48Z,Fionidae,Fiona,Animalia,,True,112.0,96.0,,present,Nudibranchia,Mollusca,Fiona,,[],2825.6,480489,10.63,35.24,,
MaterialSample,Thermoplasmata,1475452800000.0,1475452800000.0,2016.0,-32.0,115.41667,46.0,2016-10-03T16:38:00Z,,,Archaea,Rottnest Island,True,46.0,46.0,2022-08-01T07:32:29Z,present,,Euryarchaeota,Thermoplasmata,,[],43.0,3903,20.89,35.53,,
HumanObservation,Teleostei,761356800000.0,761356800000.0,1994.0,-42.10917,148.09,6.0,1994-02-16,Platycephalidae,Platycephalus,Animalia,Great Oyster Bay,True,6.0,6.0,2017-07-26T10:43:13,present,Perciformes,Chordata,Platycephalus bassensis,Platycephalus bassensis,[],1.0,802,14.49,35.31,True,Vertebrata
Occurrence,Malacostraca,1406937600000.0,1406937600000.0,2014.0,50.47124,0.58548,43.6,2014-08-02,Atylidae,Nototropis,Animalia,,True,43.6,43.6,2018-04-09 15:18:52,present,Amphipoda,Arthropoda,Nototropis vedlomensis,Nototropis vedlomensis,[],37.0,37498,12.75,34.26,False,Crustacea
MaterialSample,Alphaproteobacteria,1633651200000.0,1633651200000.0,2021.0,18.836,-93.066,4.0,2021-10-08T20:48-04:00,,,Bacteria,Mexico: Gulf of Mexico,True,4.0,4.0,,present,,Proteobacteria,Alphaproteobacteria,,[],55.0,43798,27.16,33.85,True,
Occurrence,Bivalvia,1283126400000.0,1283126400000.0,2010.0,56.16083,15.281,6.449999999999999,2010-08-30T14:30:00+02:00,Mytilidae,Mytilus,Animalia,,True,6.6,6.3,2023-04-05 17:28:04,present,Mytilida,Mollusca,Mytilus edulis,Mytilus edulis,[],-2.0,22,9.43,6.93,,
HumanObservation,Malacostraca,1412812800000.0,1412812800000.0,2014.0,63.6,-58.358,1207.0,2014-10-09,Acanthephyridae,Acanthephyra,Animalia,,True,1207.0,1207.0,2016-09-24,present,Decapoda,Arthropoda,Acanthephyra pelagica,Acanthephyra pelagica,[],1178.0,271148,2.04,33.5,False,Crustacea
HumanObservation,Elasmobranchii,1331942400000.0,1331942400000.0,2012.0,-18.1622833,178.5337833,11.8,2012-03-17,Sphyrnidae,Sphyrna,Animalia,,True,13.3,10.3,,,Carcharhiniformes,Chordata,Sphyrna lewini,Sphyrna lewini,[],12.0,874,27.11,34.74,True,Vertebrata
HumanObservation,Dinophyceae,808358400000.0,808358400000.0,1995.0,-12.928,-76.57,0.0,1995-08-14T16:37:48Z,Ceratiaceae,Tripos,Chromista,,True,0.0,0.0,,present,Gonyaulacales,Myzozoa,Tripos dens,Tripos dens,[],66.0,6086,18.14,34.98,,Dinozoa
Occurrence,Globothalamea,542419200000.0,542419200000.0,1987.0,12.86,47.418,8.0,1987-03-11,Globorotaliidae,Globorotalia,Chromista,,True,,8.0,2000-02-10 00:00:00,present,Rotaliida,Foraminifera,Globorotalia menardii,Globorotalia menardii,[],1684.0,85489,28.59,36.29,False,
MaterialSample,Cryptophyceae,1491955200000.0,1491955200000.0,2017.0,-42.59667,148.23333,50.0,2017-04-12T00:15:00Z,,,Chromista,Maria Island,True,50.0,50.0,2022-06-24T01:52:40Z,present,Cryptomonadales,Cryptophyta,Cryptomonadales,,[],85.0,7753,14.65,35.3,True,
MaterialSample,Acantharia,1473292800000.0,1473292800000.0,2016.0,-36.87912,152.56818,4200.0,2016-09-08T21:26:44Z,,,Chromista,Deep Cast - Tasman,True,4200.0,4200.0,2022-06-27T19:07:10Z,present,,Radiozoa,Acantharia,,[],4788.0,219969,19.51,35.64,,
MaterialSample,Alphaproteobacteria,1387238400000.0,1387238400000.0,2013.0,-42.59667,148.23333,82.0,2013-12-17T00:05:00Z,Sphingomonadaceae,Parasphingopyxis,Bacteria,Maria Island,True,82.0,82.0,2022-06-23T22:07:59Z,present,Sphingomonadales,Proteobacteria,Parasphingopyxis lamellibrachiae,Parasphingopyxis lamellibrachiae,[],85.0,7753,14.65,35.3,,
Occurrence,Polychaeta,1210636800000.0,1210636800000.0,2008.0,51.71632,-4.623,0.0,2008-05-13,Glyceridae,Glycera,Animalia,,True,0.0,0.0,2018-04-09 15:18:52,present,Phyllodocida,Annelida,Glycera tridactyla,Glycera tridactyla,[],4.0,1984,12.22,33.22,False,
Occurrence,Hydrozoa,1308441600000.0,1308441600000.0,2011.0,52.93234,1.83349,34.0,2011-06-19,Tubulariidae,,Animalia,,True,34.0,34.0,2018-04-09 15:18:52,present,Anthoathecata,Cnidaria,Tubulariidae,,[],19.2,22052,11.11,34.25,True,Medusozoa
MaterialSample,Thermoplasmata,1525910400000.0,1525910400000.0,2018.0,-32.0,115.41667,0.0,2018-05-10T15:21:00Z,,,Archaea,Rottnest Island,True,0.0,0.0,2022-08-01T03:53:51Z,present,,Euryarchaeota,Thermoplasmata,,[],43.0,3903,20.89,35.53,,
HumanObservation,Teleostei,1467849600000.0,1467849600000.0,2016.0,24.59557,-81.2252,9.3,2016-07-07,Chaetodontidae,Chaetodon,Animalia,,True,9.3,9.3,2017-01-15,present,Acanthuriformes,Chordata,Chaetodon ocellatus,Chaetodon ocellatus,[],9.0,8229,26.9,36.05,False,Vertebrata
PreservedSpecimen,Copepoda,1329782400000.0,1329782400000.0,2012.0,-58.9982,91.8233,10.0,2012-02-21 22:30:00Z,Clausocalanidae,Clausocalanus,Animalia,Southern Ocean,True,20.0,0.0,2024-08-02 01:32:56,present,Calanoida,Arthropoda,Clausocalanus brevipes,Clausocalanus brevipes,[],4490.0,701886,0.37,33.84,False,Crustacea
MATERIAL_SAMPLE,Bacteroidia,1400198400000.0,1400198400000.0,2014.0,-34.1192,151.2267,25.0,2014-05-16,,,Bacteria,Port Hacking NRS,True,25.0,25.0,,,,Bacteroidetes,Bacteroidia,,[],110.0,6161,20.37,35.54,,
HumanObservation,Teleostei,1414022400000.0,1414022400000.0,2014.0,25.64875,-80.09226,11.8,2014-10-23,Lutjanidae,Lutjanus,Animalia,,True,11.8,11.8,2017-01-15,present,Eupercaria incertae sedis,Chordata,Lutjanus analis,Lutjanus analis,[],9.0,6571,27.0,36.03,True,Vertebrata
Occurrence,Hydrozoa,836870400000.0,836870400000.0,1996.0,54.9811,-8.456544,10.0,1996-07-09T13:40:19,Sertulariidae,Dynamena,Animalia,,True,11.5,8.5,2022-01-18 09:29:51,present,Leptothecata,Cnidaria,Dynamena pumila,Dynamena pumila,[],-4.0,42,11.61,35.11,False,Medusozoa
MATERIAL_SAMPLE,Pyramimonadophyceae,1299888000000.0,1299888000000.0,2011.0,-34.0614,-73.1066,5.0,2011-03-12,Pyramimonadaceae,Halosphaera,Plantae,,True,5.0,5.0,,,Pyramimonadales,Chlorophyta,Halosphaera,,[],5274.0,101316,14.81,34.15,,Prasinophytina
Occurrence,Copepoda,1282694400000.0,1282694400000.0,2010.0,59.81515,21.336716666667,53.5,2010-08-25T05:19:19+00:00,Centropagidae,Centropages,Animalia,,True,87.0,20.0,2018-12-21 14:25:29,present,Calanoida,Arthropoda,Centropages hamatus,Centropages hamatus,[],70.4,1332,8.36,5.86,False,Crustacea
HumanObservation,Bacillariophyceae,,,,63.105,-3.775,7.5,,Rhizosoleniaceae,Proboscia,Chromista,,True,10.0,5.0,2024-12-19 17:27:59.033,,Rhizosoleniales,Heterokontophyta,Proboscia alata,Proboscia alata,['NO_ACCEPTED_NAME'],2398.0,152261,7.92,35.03,,Bacillariophytina
HumanObservation,Teleostei,840412800000.0,840412800000.0,1996.0,48.66,-63.27166667,203.0,1996-08-19,Pleuronectidae,Glyptocephalus,Animalia,Quebec,True,203.0,203.0,,Present,Pleuronectiformes,Chordata,Glyptocephalus cynoglossus,Glyptocephalus cynoglossus,[],200.0,63982,6.52,27.93,False,Vertebrata
HumanObservation,Gastropoda,893721600000.0,830390400000.0,1997.0,42.2521667,-8.7668333,40.0,1996-04-25/1998-04-28,Cerithiidae,Bittium,Animalia,"Cangas inlet, ria de Vigo,Galicia.",True,80.0,0.0,,present,Caenogastropoda incertae sedis,Mollusca,Bittium reticulatum,Bittium reticulatum,['DEPTH_EXCEEDS_BATH'],8.8,606,15.34,35.32,,
Occurrence,Teleostei,985132800000.0,985132800000.0,2001.0,52.2833,4.1333,15.0,2001-03-21T10:46:00+00:00,Gadidae,Merlangius,Animalia,,True,15.0,,2011-01-01 00:00:00,present,Gadiformes,Chordata,Merlangius merlangus,Merlangius merlangus,[],21.2,19517,12.04,30.73,True,Vertebrata
MaterialSample,Dinophyceae,1454284800000.0,1454284800000.0,2016.0,-34.11923,151.22667,10.0,2016-02-01T13:52:00Z,,,Chromista,Port Hacking,True,10.0,10.0,2022-07-30T18:18:35Z,present,,Myzozoa,Dinophyceae,,[],110.0,6160,20.37,35.54,True,Dinozoa
MaterialSample,Alphaproteobacteria,1463702400000.0,1463702400000.0,2016.0,-46.7187,-170.911483,64.2,2016-05-20T03:59:00Z,,,Bacteria,4233,True,64.2,64.2,2022-08-03T01:14:23Z,present,,Proteobacteria,Alphaproteobacteria,,[],5276.0,467315,11.82,34.7,True,
HumanObservation,Teleostei,795744000000.0,795744000000.0,1995.0,28.713889,-96.630556,0.2,1995-03-21 13:37:00,Sciaenidae,Leiostomus,Animalia,Lavaca-Colorado Estuary,True,0.3,0.1,2021-11-14,Present,Eupercaria incertae sedis,Chordata,Leiostomus xanthurus,Leiostomus xanthurus,[],-1.0,132,23.95,32.88,True,Vertebrata
Occurrence,Florideophyceae,832550400000.0,832550400000.0,1996.0,52.32174,-10.00237,7.5,1996-05-20,Dumontiaceae,Dilsea,Plantae,,True,8.0,7.0,2022-01-18 09:29:51,present,Gigartinales,Rhodophyta,Dilsea carnosa,Dilsea carnosa,[],7.0,626,12.03,34.84,,Eurhodophytina
Occurrence,Elasmobranchii,447552000000.0,447552000000.0,1984.0,44.4333,-59.3667,31.0,1984-03-08T07:55:00,Rajidae,Amblyraja,Animalia,,True,62.0,0.0,2023-11-24 15:33:32,present,Rajiformes,Chordata,Amblyraja radiata,Amblyraja radiata,[],123.0,47862,8.81,30.97,True,Vertebrata
MATERIAL_SAMPLE,Gammaproteobacteria,1254355200000.0,1254355200000.0,2009.0,56.15,10.32,160.0,2009-10-01,Colwelliaceae,,Bacteria,Aarhus Bay,True,160.0,160.0,,,Alteromonadales,Proteobacteria,Colwelliaceae,,['DEPTH_EXCEEDS_BATH'],15.0,4019,10.16,18.08,,
MATERIAL_SAMPLE,Alphaproteobacteria,1466035200000.0,1466035200000.0,2016.0,-13.8176,-169.999,1035.0,2016-06-16,Hyphomonadaceae,,Bacteria,,True,1035.0,1035.0,,,Rhodobacterales,Proteobacteria,Hyphomonadaceae,,[],4316.0,51175,28.78,35.14,,
MaterialSample,Thermoplasmata,1558915200000.0,1558915200000.0,2019.0,-19.30847,147.61842,26.0,2019-05-27T14:25:00Z,,,Archaea,Yongala,True,26.0,26.0,2022-08-01T03:04:51Z,present,,Euryarchaeota,Thermoplasmata,,[],28.42,18574,25.57,35.25,,
MaterialSample,Flavobacteria,1437609600000.0,1437609600000.0,2015.0,-32.0,115.41667,0.0,2015-07-23T15:20:00Z,Cryomorphaceae,,Bacteria,Rottnest Island,True,0.0,0.0,2022-08-01T06:12:44Z,present,Flavobacteriales,Bacteroidetes,Cryomorphaceae,,[],43.0,3903,20.89,35.53,,
HumanObservation,Demospongiae,1424995200000.0,1424995200000.0,2015.0,12.00934867,-117.17820617,4148.0,2015-02-27T19:37:00,Axinellidae,,Animalia,,True,4148.0,4148.0,,present,Axinellida,Porifera,Axinellidae,,[],4184.0,750393,27.61,33.57,False,
HumanObservation,Malacostraca,267926400000.0,267926400000.0,1978.0,56.7006,-153.5514,49.5,1978-06-29T16:22:48Z,,,Animalia,,True,72.0,27.0,,present,Decapoda,Arthropoda,Decapoda,,[],153.0,18245,6.72,31.72,True,Crustacea
PreservedSpecimen,Copepoda,1352678400000.0,1352678400000.0,2012.0,-56.9547,125.4662,10.0,2012-11-12 12:37:00Z,Rhincalanidae,Rhincalanus,Animalia,Southern Ocean,True,20.0,0.0,2024-08-02 01:32:56,present,Calanoida,Arthropoda,Rhincalanus gigas,Rhincalanus gigas,[],4640.0,1034509,2.54,33.83,False,Crustacea
Occurrence,Teleostei,1061337600000.0,1061337600000.0,2003.0,55.308,5.4853,45.0,2003-08-20T12:15:00+00:00,Callionymidae,Callionymus,Animalia,,True,45.0,,2011-01-01 00:00:00,present,Callionymiformes,Chordata,Callionymus lyra,Callionymus lyra,[],44.6,165739,11.01,34.64,False,Vertebrata
Occurrence,Copepoda,1644451200000.0,1644451200000.0,2022.0,54.20666667,13.56633333,4.0,2022-02-10T09:00:00,Temoridae,Temora,Animalia,,True,8.0,0.0,2025-05-13 16:20:21,present,Calanoida,Arthropoda,Temora longicornis,Temora longicornis,[],8.6,7621,10.36,7.26,False,Crustacea
Occurrence,Bacillariophyceae,-556416000000.0,-556416000000.0,1952.0,44.62281,33.5087,10.0,1952-05-15T12:30:00+02:00,Chaetocerotaceae,Chaetoceros,Chromista,Sevastopol Bay,True,10.0,10.0,2013-02-14 09:58:53,present,Chaetocerotanae incertae sedis,Heterokontophyta,Chaetoceros radians,Chaetoceros radians,['NO_ACCEPTED_NAME'],0.2,198,16.03,18.75,,Bacillariophytina
Occurrence,Malacostraca,654998400000.0,654998400000.0,1990.0,51.606095,3.915788,7.9,1990-10-04,Urothoidae,Urothoe,Animalia,Oosterschelde,True,7.9,7.9,2023-04-05 17:28:04,present,Amphipoda,Arthropoda,Urothoe poseidonis,Urothoe poseidonis,[],4.6,2469,12.1,30.43,False,Crustacea
PreservedSpecimen,Malacostraca,430790400000.0,430790400000.0,1983.0,58.0367,5.6167,7.5,1983-08-27T09:47:00+00:00,,,Animalia,,True,10.0,5.0,2020-09-01 12:26:06,present,Decapoda,Arthropoda,Decapoda,,[],274.8,44873,10.33,32.25,True,Crustacea
HumanObservation,Teleostei,837388800000.0,837388800000.0,1996.0,24.454,-81.85717,7.0,1996-07-15,Lutjanidae,Lutjanus,Animalia,,True,7.0,7.0,2017-01-15,present,Eupercaria incertae sedis,Chordata,Lutjanus mahogoni,Lutjanus mahogoni,[],17.0,5457,26.89,36.1,False,Vertebrata
MaterialSample,Polychaeta,1404086400000.0,1398902400000.0,2014.0,73.14148035555556,18.73636145833333,425.0,2014-05/2014-06,Paraonidae,Levinsenia,Animalia,Bone,True,425.0,425.0,,present,,Annelida,Levinsenia gracilis,Levinsenia gracilis,[],424.4,133442,6.54,35.02,False,
HumanObservation,Teleostei,823046400000.0,809913600000.0,1995.0,-19.0488,178.1209,6.0,1995-09/1996-01,Labridae,Cheilinus,Animalia,Namuana and Boutalevu and Tavuki,True,6.0,6.0,,present,Eupercaria incertae sedis,Chordata,Cheilinus trilobatus,Cheilinus trilobatus,[],-1.0,235,27.0,34.75,True,Vertebrata
MachineObservation,Teleostei,488160000000.0,488160000000.0,1985.0,-19.3,117.65,84.0,1985-06-21,Caesionidae,,Animalia,,True,84.0,84.0,2023-10-27 00:01:12,present,Eupercaria incertae sedis,Chordata,Caesionidae,,[],89.0,127824,27.17,34.94,True,Vertebrata
HumanObservation,Copepoda,,,,43.87,-62.91,95.0,,Calanidae,Calanus,Animalia,,True,100.0,90.0,2013-05-31T15:13:20Z,,Calanoida,Arthropoda,Calanus finmarchicus,Calanus finmarchicus,[],268.0,81521,9.8,30.61,False,Crustacea
HumanObservation,Teleostei,431568000000.0,431568000000.0,1983.0,49.96,-55.6,9.0,1983-09-05,Gadidae,Gadus,Animalia,NAFO 3KH,True,9.0,,2015-10-05,present,Gadiformes,Chordata,Gadus morhua,Gadus morhua,[],-11.0,160,4.9,31.3,True,Vertebrata
HumanObservation,Aves,879120000000.0,879120000000.0,1997.0,-56.5260009766,-68.6890029907,0.0,1997-11-10T12:00:00Z,Diomedeidae,Thalassarche,Animalia,Diego Ramirez,True,0.0,0.0,,,Procellariiformes,Chordata,Thalassarche melanophris,Thalassarche melanophris,[],64.0,505,6.78,33.94,,Vertebrata
Occurrence,Teleostei,1164240000000.0,1164240000000.0,2006.0,50.2996,-10.0261,64.5,2006-11-23T12:38:00,Merlucciidae,Merluccius,Animalia,,True,129.0,0.0,2025-05-13 16:20:21,present,Gadiformes,Chordata,Merluccius merluccius,Merluccius merluccius,[],144.0,124697,13.21,35.39,False,Vertebrata
MaterialSample,Alphaproteobacteria,1463270400000.0,1463270400000.0,2016.0,-54.99755,-169.99665,4917.2,2016-05-15T03:00:00Z,,,Bacteria,2501,True,4917.2,4917.2,2022-08-02T22:57:29Z,present,,Proteobacteria,Alphaproteobacteria,,[],4813.0,960139,5.67,34.05,True,
Occurrence,Polychaeta,993859200000.0,991353600000.0,2001.0,63.2282471,5.9948771,133.0,2001-06,Scalibregmatidae,Lipobranchius,Animalia,o45,True,,133.0,2008-10-30 00:00:00,present,,Annelida,Lipobranchius jeffreysii,Lipobranchius jeffreysii,[],129.6,45300,9.51,34.11,False,
Occurrence,Elasmobranchii,683596800000.0,683596800000.0,1991.0,59.25,0.8333,145.0,1991-08-31T05:08:00+00:00,Rajidae,Amblyraja,Animalia,,True,145.0,,2011-01-01 00:00:00,present,Rajiformes,Chordata,Amblyraja radiata,Amblyraja radiata,[],133.4,136305,10.08,35.14,True,Vertebrata
PreservedSpecimen,Bacillariophyceae,1479513600000.0,1479513600000.0,2016.0,52.56,3.6,7.5,2016-11-19T03:11:00+00:00,Paraliaceae,Paralia,Chromista,,True,10.0,5.0,2020-09-01 12:26:06,present,Paraliales,Heterokontophyta,Paralia sulcata,Paralia sulcata,[],29.0,63973,12.02,33.39,False,Bacillariophytina
Occurrence,Sagittoidea,198979200000.0,198979200000.0,1976.0,36.725,18.83333333333333,19.5,1976-04-22,Sagittidae,Sagitta,Animalia,,True,28.0,11.0,2009-11-20 20:20:00,present,Aphragmophora,Chaetognatha,Sagitta,,[],3609.6,199340,20.92,38.37,,
Occurrence,Copepoda,1400716800000.0,1400716800000.0,2014.0,64.71083,22.06967,59.0,2014-05-22T07:15:00,,,Animalia,,True,118.0,0.0,2025-05-13 16:20:21,present,Harpacticoida,Arthropoda,Harpacticoida,,[],116.6,29751,5.86,4.25,True,Crustacea
Occurrence,Teleostei,836438400000.0,836438400000.0,1996.0,43.7718,-63.0908,64.5,1996-07-04T21:31:00,Sebastidae,Sebastes,Animalia,,True,129.0,0.0,2023-11-24 15:33:32,present,Perciformes,Chordata,Sebastes,,[],252.0,82594,9.71,30.66,True,Vertebrata
MachineObservation,Copepoda,1315699200000.0,1315699200000.0,2011.0,6.36365,-153.0345,260.5,2011-09-11T06:17:00+00:00,Sapphirinidae,Copilia,Animalia,,True,521.0,0.0,2021-05-05 07:59:08,present,Cyclopoida,Arthropoda,Copilia,,[],4920.0,679724,27.73,34.72,False,Crustacea
MaterialSample,Alphaproteobacteria,1355788800000.0,1355788800000.0,2012.0,-34.11923,151.22667,100.0,2012-12-18T12:31:00Z,Rhodobacteraceae,,Bacteria,Port Hacking,True,100.0,100.0,2022-07-30T16:29:25Z,present,Rhodobacterales,Proteobacteria,Rhodobacteraceae,,[],110.0,6160,20.37,35.54,True,
MaterialSample,Thaumarchaeota incertae sedis,1473724800000.0,1473724800000.0,2016.0,-31.49763,153.32863,300.0,2016-09-13T21:00:13Z,Nitrosopumilaceae,,Archaea,Drift Study - EAC,True,300.0,300.0,2022-06-27T20:46:56Z,present,Nitrosopumilales,Thaumarchaeota,Nitrosopumilaceae,,[],1611.0,37082,22.9,35.49,,
MaterialSample,Thaumarchaeota incertae sedis,1473897600000.0,1473897600000.0,2016.0,-32.56697,153.11782,60.0,2016-09-15T02:08:41Z,Nitrosopumilaceae,,Archaea,Drift Study - EAC,True,60.0,60.0,2022-06-27T22:20:54Z,present,Nitrosopumilales,Thaumarchaeota,Nitrosopumilaceae,,[],2318.0,54174,22.39,35.53,,
Occurrence,Teleostei,1385251200000.0,1385251200000.0,2013.0,50.371,-10.8199,106.5,2013-11-24T13:05:00,Gadidae,Trisopterus,Animalia,,True,213.0,0.0,2025-05-13 16:20:21,present,Gadiformes,Chordata,Trisopterus minutus,Trisopterus minutus,[],212.4,138812,13.48,35.49,False,Vertebrata
